package_num_channel	PPG_1	PPG_2	PPG_3	timestamp_channel	marker_channel
51071.000000	4804.000000	7006.000000	1038.000000	1722982911.875661	0.000000
51071.000000	4805.000000	7011.000000	950.000000	1722982911.875661	0.000000
51071.000000	4807.000000	7004.000000	1074.000000	1722982911.875662	0.000000
51086.000000	4811.000000	7005.000000	814.000000	1722982911.983028	0.000000
51086.000000	4798.000000	7017.000000	904.000000	1722982911.983029	0.000000
51086.000000	4794.000000	7008.000000	1111.000000	1722982911.983030	0.000000
51103.000000	4813.000000	7006.000000	989.000000	1722982912.081454	0.000000
51103.000000	4800.000000	7005.000000	969.000000	1722982912.081455	0.000000
51121.000000	4805.000000	7000.000000	896.000000	1722982912.175185	0.000000
51121.000000	4805.000000	7013.000000	1086.000000	1722982912.175187	0.000000
51121.000000	4806.000000	7009.000000	952.000000	1722982912.175188	0.000000
51138.000000	4805.000000	7009.000000	1118.000000	1722982912.292739	0.000000
51138.000000	4803.000000	7012.000000	944.000000	1722982912.292739	0.000000
51154.000000	4802.000000	7009.000000	1082.000000	1722982912.384798	0.000000
51154.000000	4797.000000	7006.000000	902.000000	1722982912.384799	0.000000
51154.000000	4802.000000	7007.000000	1087.000000	1722982912.384800	0.000000
51172.000000	4801.000000	7005.000000	1049.000000	1722982912.490738	0.000000
51172.000000	4808.000000	6997.000000	937.000000	1722982912.490738	0.000000
51172.000000	4798.000000	7018.000000	1138.000000	1722982912.490739	0.000000
51188.000000	4807.000000	7006.000000	858.000000	1722982912.589423	0.000000
51188.000000	4812.000000	7006.000000	1137.000000	1722982912.589424	0.000000
51206.000000	4801.000000	7013.000000	851.000000	1722982912.699818	0.000000
51206.000000	4802.000000	7001.000000	1134.000000	1722982912.699819	0.000000
51206.000000	4811.000000	7017.000000	940.000000	1722982912.699821	0.000000
51222.000000	4802.000000	7003.000000	1067.000000	1722982912.798743	0.000000
51222.000000	4812.000000	7005.000000	1115.000000	1722982912.798743	0.000000
51237.000000	4804.000000	7008.000000	875.000000	1722982913.000204	0.000000
51237.000000	4798.000000	7009.000000	1138.000000	1722982913.000205	0.000000
51237.000000	4815.000000	7007.000000	823.000000	1722982913.000206	0.000000
51254.000000	4805.000000	7005.000000	1128.000000	1722982913.007032	0.000000
51254.000000	4809.000000	7005.000000	903.000000	1722982913.007033	0.000000
51271.000000	4801.000000	7018.000000	1131.000000	1722982913.109311	0.000000
51271.000000	4800.000000	7008.000000	994.000000	1722982913.109312	0.000000
51271.000000	4806.000000	7006.000000	926.000000	1722982913.109312	0.000000
51289.000000	4805.000000	7008.000000	1098.000000	1722982913.307815	0.000000
51289.000000	4804.000000	7007.000000	938.000000	1722982913.307815	0.000000
51289.000000	4806.000000	7014.000000	1132.000000	1722982913.307816	0.000000
51307.000000	4798.000000	7005.000000	921.000000	1722982913.314256	0.000000
51307.000000	4813.000000	7003.000000	1092.000000	1722982913.314256	0.000000
51323.000000	4807.000000	7008.000000	1133.000000	1722982913.513014	0.000000
51323.000000	4808.000000	7020.000000	865.000000	1722982913.513014	0.000000
51323.000000	4801.000000	7002.000000	1090.000000	1722982913.513015	0.000000
51340.000000	4809.000000	7006.000000	1068.000000	1722982913.527176	0.000000
51340.000000	4807.000000	7005.000000	930.000000	1722982913.527177	0.000000
51340.000000	4808.000000	7006.000000	1139.000000	1722982913.527178	0.000000
51357.000000	4799.000000	7003.000000	1031.000000	1722982913.717361	0.000000
51357.000000	4798.000000	7006.000000	946.000000	1722982913.717361	0.000000
51374.000000	4814.000000	7009.000000	1130.000000	1722982913.731589	0.000000
51374.000000	4799.000000	7001.000000	846.000000	1722982913.731589	0.000000
51374.000000	4810.000000	6993.000000	1133.000000	1722982913.731590	0.000000
51388.000000	4803.000000	7014.000000	1072.000000	1722982913.922927	0.000000
51388.000000	4802.000000	7006.000000	884.000000	1722982913.922928	0.000000
51408.000000	4806.000000	7006.000000	1131.000000	1722982913.941050	0.000000
51408.000000	4805.000000	7006.000000	843.000000	1722982913.941051	0.000000
51408.000000	4804.000000	7009.000000	1145.000000	1722982913.941051	0.000000
51424.000000	4801.000000	7005.000000	1014.000000	1722982914.126707	0.000000
51424.000000	4805.000000	7008.000000	984.000000	1722982914.126708	0.000000
51424.000000	4813.000000	7004.000000	1126.000000	1722982914.126708	0.000000
51443.000000	4805.000000	7006.000000	891.000000	1722982914.156112	0.000000
51443.000000	4811.000000	7017.000000	1092.000000	1722982914.156113	0.000000
51459.000000	4800.000000	7002.000000	1139.000000	1722982914.331480	0.000000
51459.000000	4811.000000	7010.000000	917.000000	1722982914.331480	0.000000
51459.000000	4802.000000	7003.000000	1101.000000	1722982914.331481	0.000000
51475.000000	4804.000000	7002.000000	964.000000	1722982914.354603	0.000000
51475.000000	4803.000000	7010.000000	990.000000	1722982914.354603	0.000000
51491.000000	4797.000000	7008.000000	1137.000000	1722982914.536652	0.000000
51491.000000	4815.000000	7011.000000	971.000000	1722982914.536652	0.000000
51491.000000	4802.000000	7002.000000	1048.000000	1722982914.536653	0.000000
51508.000000	4808.000000	7002.000000	1094.000000	1722982914.633028	0.000000
51508.000000	4804.000000	7017.000000	904.000000	1722982914.633028	0.000000
51525.000000	4801.000000	7009.000000	1127.000000	1722982914.664160	0.000000
51525.000000	4806.000000	6997.000000	1065.000000	1722982914.664160	0.000000
51525.000000	4808.000000	7015.000000	958.000000	1722982914.664161	0.000000
51541.000000	4800.000000	7006.000000	1135.000000	1722982914.777903	0.000000
51541.000000	4802.000000	7004.000000	1048.000000	1722982914.777903	0.000000
51556.000000	4803.000000	7003.000000	925.000000	1722982914.946151	0.000000
51556.000000	4803.000000	7005.000000	1140.000000	1722982914.946152	0.000000
51556.000000	4799.000000	7009.000000	876.000000	1722982914.946153	0.000000
51574.000000	4802.000000	7006.000000	1132.000000	1722982914.982875	0.000000
51574.000000	4804.000000	7005.000000	983.000000	1722982914.982876	0.000000
51574.000000	4810.000000	7009.000000	1033.000000	1722982914.982876	0.000000
51590.000000	4803.000000	7012.000000	1135.000000	1722982915.150874	0.000000
51590.000000	4803.000000	7009.000000	890.000000	1722982915.150874	0.000000
51607.000000	4807.000000	7011.000000	1120.000000	1722982915.186661	0.000000
51607.000000	4804.000000	7001.000000	943.000000	1722982915.186661	0.000000
51607.000000	4807.000000	6996.000000	1029.000000	1722982915.186662	0.000000
51624.000000	4801.000000	7012.000000	1127.000000	1722982915.355209	0.000000
51624.000000	4792.000000	7002.000000	1004.000000	1722982915.355209	0.000000
51641.000000	4819.000000	7008.000000	1017.000000	1722982915.457815	0.000000
51641.000000	4802.000000	7008.000000	1127.000000	1722982915.457815	0.000000
51641.000000	4809.000000	7005.000000	873.000000	1722982915.457816	0.000000
51657.000000	4806.000000	7014.000000	1129.000000	1722982915.554636	0.000000
51657.000000	4800.000000	7004.000000	1117.000000	1722982915.554636	0.000000
51657.000000	4806.000000	7005.000000	857.000000	1722982915.554637	0.000000
51675.000000	4802.000000	7007.000000	1124.000000	1722982915.662846	0.000000
51675.000000	4804.000000	7008.000000	1015.000000	1722982915.662847	0.000000
51691.000000	4801.000000	7007.000000	1031.000000	1722982915.763258	0.000000
51691.000000	4799.000000	7010.000000	1074.000000	1722982915.763259	0.000000
51691.000000	4806.000000	7003.000000	939.000000	1722982915.763260	0.000000
51706.000000	4808.000000	7002.000000	1139.000000	1722982915.867580	0.000000
51706.000000	4802.000000	7020.000000	1030.000000	1722982915.867581	0.000000
51706.000000	4798.000000	6999.000000	982.000000	1722982915.867582	0.000000
51722.000000	4805.000000	7009.000000	1127.000000	1722982915.969970	0.000000
51722.000000	4803.000000	7008.000000	922.000000	1722982915.969971	0.000000
51756.000000	4813.000000	7009.000000	1129.000000	1722982916.134914	0.000000
51756.000000	4803.000000	7002.000000	1055.000000	1722982916.134914	0.000000
51756.000000	4807.000000	7009.000000	1010.000000	1722982916.134916	0.000000
51772.000000	4807.000000	7016.000000	1135.000000	1722982916.277282	0.000000
51772.000000	4801.000000	7004.000000	895.000000	1722982916.277282	0.000000
51788.000000	4806.000000	7009.000000	1092.000000	1722982916.379752	0.000000
51788.000000	4800.000000	7001.000000	1129.000000	1722982916.379753	0.000000
51788.000000	4805.000000	7007.000000	822.000000	1722982916.379753	0.000000
51805.000000	4804.000000	7004.000000	1130.000000	1722982916.481838	0.000000
51805.000000	4804.000000	7005.000000	1113.000000	1722982916.481839	0.000000
51821.000000	4801.000000	7003.000000	811.000000	1722982916.584811	0.000000
51821.000000	4809.000000	7004.000000	1134.000000	1722982916.584812	0.000000
51821.000000	4804.000000	7016.000000	946.000000	1722982916.584812	0.000000
51841.000000	4797.000000	7002.000000	1061.000000	1722982916.685201	0.000000
51841.000000	4807.000000	7010.000000	1139.000000	1722982916.685202	0.000000
